Sl,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,Station_Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Flood?,Month_Sin,Month_Cos,Station_Barisal,Station_Bhola,Station_Bogra,Station_Chandpur,Station_Chittagong (City-Ambagan),Station_Chittagong (IAP-Patenga),Station_Comilla,Station_Cox's Bazar,Station_Dhaka,Station_Dinajpur,Station_Faridpur,Station_Feni,Station_Hatiya,Station_Ishurdi,Station_Jessore,Station_Khepupara,Station_Khulna,Station_Kutubdia,Station_Madaripur,Station_Maijdee Court,Station_Mongla,Station_Mymensingh,Station_Patuakhali,Station_Rajshahi,Station_Rangamati,Station_Rangpur,Station_Sandwip,Station_Satkhira,Station_Sitakunda,Station_Srimangal,Station_Sylhet,Station_Tangail,Station_Teknaf
17202,1960,7,33.4,25.8,670.0,87.0,0.7,6.8,3.93,41946,404211.7,508367.2,22.68,89.07,6,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17203,1960,8,36.0,26.5,383.0,89.0,0.3,6.8,4.373333333,41946,404211.7,508367.2,22.68,89.07,6,1,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17213,1961,6,36.0,26.1,393.0,85.0,0.3,6.7,4.386666667,41946,404211.7,508367.2,22.68,89.07,6,1,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17225,1962,6,37.4,25.7,330.0,87.0,0.4,6.6,4.386666667,41946,404211.7,508367.2,22.68,89.07,6,1,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17227,1962,8,33.4,25.8,327.0,88.0,0.2,6.2,4.373333333,41946,404211.7,508367.2,22.68,89.07,6,1,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17237,1963,6,37.3,25.9,506.0,84.0,0.8,6.2,4.386666667,41946,404211.7,508367.2,22.68,89.07,6,1,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17238,1963,7,36.3,26.3,394.0,87.0,0.5,6.6,3.93,41946,404211.7,508367.2,22.68,89.07,6,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17240,1963,9,35.5,25.8,433.0,87.0,0.4,6.6,4.913333333,41946,404211.7,508367.2,22.68,89.07,6,1,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17241,1963,10,36.7,24.3,378.0,84.0,0.2,5.1,6.62,41946,404211.7,508367.2,22.68,89.07,6,1,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17250,1964,7,33.2,25.4,337.0,87.0,0.8,6.3,3.93,41946,404211.7,508367.2,22.68,89.07,6,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17261,1965,6,37.1,25.8,506.0,82.0,2.1,7.3,4.386666667,41946,404211.7,508367.2,22.68,89.07,6,1,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17263,1965,8,34.1,25.2,531.0,87.0,1.3,7.3,4.373333333,41946,404211.7,508367.2,22.68,89.07,6,1,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17264,1965,9,34.1,25.6,422.0,88.0,1.1,5.9,4.913333333,41946,404211.7,508367.2,22.68,89.07,6,1,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17286,1967,7,32.5,25.9,334.0,86.0,1.6,5.9,3.93,41946,404211.7,508367.2,22.68,89.07,6,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17298,1968,7,32.5,25.9,334.0,86.0,1.6,0.0,3.93,41946,404211.7,508367.2,22.68,89.07,6,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17311,1969,8,34.4,25.1,578.0,93.0,0.6,6.2,4.373333333,41946,404211.7,508367.2,22.68,89.07,6,1,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17312,1969,9,35.0,25.5,550.0,90.0,0.6,5.1,4.913333333,41946,404211.7,508367.2,22.68,89.07,6,1,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17322,1970,7,34.4,24.1,356.0,91.0,1.2,5.1,3.93,41946,404211.7,508367.2,22.68,89.07,6,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17324,1970,9,33.9,25.7,377.0,89.0,1.2,5.3,4.913333333,41946,404211.7,508367.2,22.68,89.07,6,1,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17333,1971,6,35.0,25.4,401.0,82.0,2.2,5.4,4.386666667,41946,404211.7,508367.2,22.68,89.07,6,1,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17334,1971,7,34.4,25.5,598.0,86.0,1.7,5.9,3.93,41946,404211.7,508367.2,22.68,89.07,6,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17346,1972,7,32.5,25.9,320.0,86.0,1.6,5.7,3.93,41946,404211.7,508367.2,22.68,89.07,6,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17359,1973,8,33.5,25.6,320.0,85.0,0.9,5.8,4.373333333,41946,404211.7,508367.2,22.68,89.07,6,1,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17370,1974,7,33.5,25.3,528.0,87.0,1.1,6.7,3.93,41946,404211.7,508367.2,22.68,89.07,6,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17372,1974,9,35.1,24.8,348.0,85.0,0.6,5.4,4.913333333,41946,404211.7,508367.2,22.68,89.07,6,1,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17382,1975,7,33.4,25.3,692.0,86.0,1.0,6.4,3.93,41946,404211.7,508367.2,22.68,89.07,6,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17394,1976,7,33.9,25.6,418.0,85.0,1.1,5.3,3.93,41946,404211.7,508367.2,22.68,89.07,6,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17405,1977,6,36.3,25.7,485.0,85.0,1.0,5.8,4.386666667,41946,404211.7,508367.2,22.68,89.07,6,1,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17406,1977,7,35.5,26.1,621.0,87.0,1.0,6.0,3.93,41946,404211.7,508367.2,22.68,89.07,6,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17420,1978,9,34.9,26.0,728.0,86.0,0.9,5.9,4.913333333,41946,404211.7,508367.2,22.68,89.07,6,1,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17431,1979,8,34.4,26.5,319.0,84.0,1.2,6.0,4.373333333,41946,404211.7,508367.2,22.68,89.07,6,1,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17454,1981,7,33.0,26.2,570.0,87.0,2.1,6.7,3.93,41946,404211.7,508367.2,22.68,89.07,6,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17467,1982,8,39.4,25.8,387.0,86.0,2.7,6.4,4.373333333,41946,404211.7,508367.2,22.68,89.07,6,1,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17479,1983,8,32.9,25.7,423.0,87.0,3.4,6.1,4.373333333,41946,404211.7,508367.2,22.68,89.07,6,1,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17489,1984,6,39.0,25.7,656.0,84.0,5.0,6.9,3.5,41946,404211.7,508367.2,22.68,89.07,6,1,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17491,1984,8,35.4,25.8,351.0,85.0,4.1,6.6,3.7,41946,404211.7,508367.2,22.68,89.07,6,1,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17516,1986,9,36.3,25.4,485.0,85.0,2.7,5.8,4.5,41946,404211.7,508367.2,22.68,89.07,6,1,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17527,1987,8,37.0,26.2,475.0,83.0,3.2,6.1,4.3,41946,404211.7,508367.2,22.68,89.07,6,1,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17537,1988,6,38.0,26.2,688.0,81.0,2.6,6.1,4.1,41946,404211.7,508367.2,22.68,89.07,6,1,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17562,1990,7,33.9,26.2,458.0,87.0,2.0,6.2,3.2,41946,404211.7,508367.2,22.68,89.07,6,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17573,1991,6,36.3,26.2,518.0,85.0,2.4,6.1,2.1,41946,404211.7,508367.2,22.68,89.07,6,1,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17586,1992,7,35.4,25.8,407.0,85.0,1.8,6.1,3.0,41946,404211.7,508367.2,22.68,89.07,6,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17600,1993,9,35.5,25.5,430.0,88.0,1.1,5.6,4.1,41946,404211.7,508367.2,22.68,89.07,6,1,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17610,1994,7,35.0,26.4,426.0,84.0,1.2,6.0,3.8,41946,404211.7,508367.2,22.68,89.07,6,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17622,1995,7,35.0,26.0,434.0,86.0,1.1,6.0,3.5,41946,404211.7,508367.2,22.68,89.07,6,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17624,1995,9,35.0,25.4,336.0,86.0,0.8,5.4,4.2,41946,404211.7,508367.2,22.68,89.07,6,1,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17646,1997,7,35.6,26.0,447.0,88.0,1.1,6.6,3.9,41946,404211.7,508367.2,22.68,89.07,6,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17647,1997,8,35.8,26.0,422.0,88.0,1.1,6.2,4.4,41946,404211.7,508367.2,22.68,89.07,6,1,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17672,1999,9,34.4,24.2,361.0,88.0,0.6,5.9,3.8,41946,404211.7,508367.2,22.68,89.07,6,1,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17682,2000,7,36.0,26.1,403.0,84.0,0.8,5.9,4.7,41946,404211.7,508367.2,22.68,89.07,6,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17684,2000,9,34.9,25.5,486.0,86.0,0.6,4.7,5.6,41946,404211.7,508367.2,22.68,89.07,6,1,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17693,2001,6,34.7,26.0,411.0,87.0,0.8,6.0,3.0,41946,404211.7,508367.2,22.68,89.07,6,1,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17705,2002,6,36.5,26.2,536.0,85.0,0.8,5.5,5.2,41946,404211.7,508367.2,22.68,89.07,6,1,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17706,2002,7,37.1,27.2,434.0,83.0,0.7,6.0,3.4,41946,404211.7,508367.2,22.68,89.07,6,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17721,2003,10,34.4,24.9,420.0,88.0,0.2,4.3,4.6,41946,404211.7,508367.2,22.68,89.07,6,1,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17729,2004,6,36.4,26.1,382.0,83.0,0.4,4.8,4.4,41946,404211.7,508367.2,22.68,89.07,6,1,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17731,2004,8,34.0,26.5,435.0,87.0,0.3,5.2,4.4,41946,404211.7,508367.2,22.68,89.07,6,1,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17732,2004,9,34.6,26.0,398.0,86.0,0.7,5.3,4.1,41946,404211.7,508367.2,22.68,89.07,6,1,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17742,2005,7,34.4,26.4,497.0,86.0,0.8,5.8,4.7,41946,404211.7,508367.2,22.68,89.07,6,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17745,2005,10,34.0,24.2,484.0,88.0,0.3,4.7,4.9,41946,404211.7,508367.2,22.68,89.07,6,1,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17754,2006,7,34.2,26.2,548.0,88.0,0.6,6.4,3.7,41946,404211.7,508367.2,22.68,89.07,6,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17756,2006,9,34.5,26.2,403.0,86.0,0.4,5.7,5.8,41946,404211.7,508367.2,22.68,89.07,6,1,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17766,2007,7,34.6,26.5,466.0,87.0,0.9,6.3,3.5,41946,404211.7,508367.2,22.68,89.07,6,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17768,2007,9,35.5,26.0,459.0,87.0,0.7,5.9,4.2,41946,404211.7,508367.2,22.68,89.07,6,1,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17791,2009,8,35.5,25.5,512.0,87.0,1.2,6.0,3.2,41946,404211.7,508367.2,22.68,89.07,6,1,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17813,2011,6,37.0,26.8,450.0,83.0,1.8,5.7,4.0,41946,404211.7,508367.2,22.68,89.07,6,1,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17814,2011,7,35.0,26.7,428.0,83.0,1.6,5.1,5.3,41946,404211.7,508367.2,22.68,89.07,6,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17815,2011,8,35.5,26.4,638.0,87.0,1.7,5.8,3.6,41946,404211.7,508367.2,22.68,89.07,6,1,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17836,2013,5,37.2,25.4,310.0,81.0,2.8,5.5,5.1,41946,404211.7,508367.2,22.68,89.07,6,1,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17849,1977,6,34.4,24.8,770.0,84.86111111,3.4,6.1,4.7,41965,668856.2,504500.3,22.64,91.64,4,1,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17850,1977,7,32.3,25.1,995.0,87.02777778,3.5,6.6,3.7,41965,668856.2,504500.3,22.64,91.64,4,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17851,1977,8,32.3,25.3,495.0,85.97222222,2.9,6.3,4.5,41965,668856.2,504500.3,22.64,91.64,4,1,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17860,1978,5,34.5,23.4,755.0,78.0,3.0,5.7,5.5,41965,668856.2,504500.3,22.64,91.64,4,1,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17861,1978,6,33.0,24.5,807.0,81.0,2.8,5.9,3.6,41965,668856.2,504500.3,22.64,91.64,4,1,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17862,1978,7,33.0,24.9,848.0,84.0,3.0,6.2,3.2,41965,668856.2,504500.3,22.64,91.64,4,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17863,1978,8,33.3,25.6,553.0,81.0,2.8,5.8,3.8,41965,668856.2,504500.3,22.64,91.64,4,1,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17864,1978,9,33.0,24.5,645.0,83.0,2.2,6.1,4.6,41965,668856.2,504500.3,22.64,91.64,4,1,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17897,1981,6,33.5,24.7,534.0,81.0,1.6,5.5,3.6,41965,668856.2,504500.3,22.64,91.64,4,1,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17899,1981,8,32.5,25.5,444.0,81.0,1.7,5.0,4.7,41965,668856.2,504500.3,22.64,91.64,4,1,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17909,1982,6,35.5,25.6,486.0,86.0,1.5,5.4,2.1,41965,668856.2,504500.3,22.64,91.64,4,1,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17910,1982,7,32.0,25.3,524.0,87.0,1.6,6.0,3.2,41965,668856.2,504500.3,22.64,91.64,4,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17911,1982,8,32.5,24.7,686.0,88.0,1.5,5.6,3.9,41965,668856.2,504500.3,22.64,91.64,4,1,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17922,1983,7,32.5,25.3,552.0,85.0,1.7,4.6,3.9,41965,668856.2,504500.3,22.64,91.64,4,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17923,1983,8,32.5,25.1,570.0,84.0,2.3,5.5,3.7,41965,668856.2,504500.3,22.64,91.64,4,1,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17925,1983,10,34.0,23.1,672.0,82.0,0.9,3.8,5.3,41965,668856.2,504500.3,22.64,91.64,4,1,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17932,1984,5,33.5,24.5,485.0,80.0,3.3,5.2,5.3,41965,668856.2,504500.3,22.64,91.64,4,1,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17933,1984,6,33.5,25.6,548.0,83.0,3.0,6.7,3.1,41965,668856.2,504500.3,22.64,91.64,4,1,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17934,1984,7,32.2,25.0,821.0,85.0,2.9,6.5,3.2,41965,668856.2,504500.3,22.64,91.64,4,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17935,1984,8,33.0,25.0,752.0,84.0,2.5,6.5,3.3,41965,668856.2,504500.3,22.64,91.64,4,1,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17936,1984,9,33.7,24.7,561.0,80.0,1.8,4.9,4.6,41965,668856.2,504500.3,22.64,91.64,4,1,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17945,1985,6,34.0,25.7,441.0,82.0,2.7,6.7,2.1,41965,668856.2,504500.3,22.64,91.64,4,1,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17946,1985,7,33.0,24.7,765.0,83.0,2.8,6.3,2.9,41965,668856.2,504500.3,22.64,91.64,4,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
