Unnamed: 0,UEI,Start Date,End Date,Duration(Days),Main Cause,Districts,State,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage,Event Source,District_LGD_Codes,State_Codes,Start_Year,Start_Month,Start_Day,High_Impact
590,UEI-IMD-FL-1970-0007,1970-09-01,1970-09-14,14.0,heavy rains,"Darjeeling, Jalpaiguri, Cooch Behar, Malda, Uttar Kashi Dinajpur, Dakshin Dinajpur, North westduar,Kalimpong",West Bengal,80.0,,,,Flooded vast areas in West Bengal resulting in the death of some 80 persons,"Rendering several thousands homeless. There was also considerable dmage to crops,houses in Gangetic West Bengal during this period",IMD,,19.0,1970.0,9.0,1.0,1
591,UEI-IMD-FL-1970-0008,1970-09-27,1970-09-30,4.0,floods,,Uttar Pradesh,223.0,,,,"Death toll reported was 223 due to flood, landslide,house collapse","Crops,property damage have been estimated to run into several crores",IMD,,9.0,1970.0,9.0,27.0,1
594,UEI-IMD-FL-1970-0011,1970-09-22,1970-09-22,1.0,torrential rain,,Telangana,100.0,,,,Death of 100 people,"Stored grains worth lakhs of rupees were washe daway,it was reported that 40,000 people were rendered homeless",IMD,,36.0,1970.0,9.0,22.0,1
608,UEI-IMD-FL-1971-0013,1971-01-01,1971-12-31,365.0,floods,"Amroha, Hapur, Bareilly, Pilibhit, Bulandshahr, Gautam Buddha Nagar, Kheri, Budaun, Bahraich, Shahjahanpur, Aligarh, Kasganj, Mathura, SShrawasti, Sitapur, Hathras, Etah, Hardoi, Farrukhabad, Firozabad, Siddharthnagar, Mainpuri, Mahrajganj, Agra, Gonda, Bara Banki, Kushinagar, Kannauj, Lucknow, Basti, Gorakhpur, Sant Kabir Nagar, Unnao, Etawah, Kanpur nagar Nagar, Auraiya, Ayodhya, Kanpur nagar Dehat, Deoria, Sultanpur, Ambedkar Nagar, Rae Bareli, Jalaun, Azamgarh, Mau, Fatehpur, Ballia, Jaunpur, Jhansi, Banda, Ghazipurr, Kaushambi, Prayagraj, Varanasi, Chitrakoot, Chandauli, Bhadohi, Mirzapur, Lalitpur, Sonbhadra, Amethi, Ghaziabad, Sambhal, Mahoba, Saharanpur, Bijnor, Muzaffarnagar, Baghpat, Meerut, Moradabad, Rampur, Shamli, Balrampur, Hamirpur, Pratapgarh, Pashchim Champaran, Purbi Champaran, Sitamarhi, Sheohar, Gopalganj, Samastipur, Katihar, Khagaria, Bhojpur, Buxar, Darbhanga, Saharsa, Kaimur (Bhabua), Rohtas, Jamui, Banka, Nawada, Gaya, Munger, Vaishali, Begusarai, Bhagalpur, Lakhisarai, Sheikhpura, Arwal, Jehanabad, Nalanda, Patna, Saran, Siwan, Muzaffarpur, Madhepura, Araria, Supaul, Madhubani, Purnia, Kishanganj, Aurangabad, Bhadrak, Dhenkanal, Jajapur, Subarnapur, Nuapada, Balangir, Boudh, Cuttack, Kandhamal, Nayagarh, Khordha, Kalahandi, Jagatsinghapur, Puri, Nagpur, Rayagada, Koraput, Malkangiri, Anugul, Kendrapara, Ganjam, Gajapati, Mayurbhanj, Sundargarh, Kendujhar, Baleshwar, Jharsuguda, Bargarh, Deogarh, Sambalpur, South 24 Parganas, Darjeeling, Jalpaiguri, Dakshin Dinajpur, Maldah, Murshidabad, Birbhum, Nadia, Purba Purba Bardhaman, Purulia, Bankura, North 24 Parganas","Uttar Pradesh, Bihar, Odisha, West Bengal",1025.0,,,,1025 human lives were lost ,"Property worth Rs. 526/- crores was damaged in floods, making this year the most flood-stricken year since 1954. The total population in the country affected by floods was estimated as 57 million,the total area affected as 12.5 million hectares, including a cropped area of 5.87 million hectares",IMD,,,1971.0,1.0,1.0,1
612,UEI-IMD-FL-1972-0004,1972-06-15,1972-06-28,14.0,heavy rains,,Maharashtra,8.0,,,,8 persons reported dead in house collapse,"Railway services,communication systems got dislocated due to heavy rains",IMD,,27.0,1972.0,6.0,15.0,0
613,UEI-IMD-FL-1972-0005,1972-06-15,1972-06-21,7.0,heavy rains,,Assam,50.0,,,,50 persons reported dead,"Floods in Brahmaputra river, caused damage to crops,property worth over Rs. 5 crores. About 200 villages were affected,nearly 6 lakhs of people were rendered homeless",IMD,,18.0,1972.0,6.0,15.0,1
616,UEI-IMD-FL-1972-0008,1972-07-08,1972-07-21,14.0,floods,"Bhadrak, Dhenkanal, Jajapur, Subarnapur, Nuapada, Balangir, Boudh, Cuttack, Kandhamal, Nayagarh, Khordha, Kalahandi, Jagatsinghapur, Puri, Nagpur, Rayagada, Koraput, Malkangiri, Anugul, Kendrapara, Ganjam, Gajapati, Mayurbhanj, Sundargarh, Kendujhar, Baleshwar, Jharsuguda, Bargarh, Deogarh, Sambalpur, Pashchim Champaran, Purbi Champaran, Sitamarhi, Sheohar, Gopalganj, Samastipur, Katihar, Khagaria, Bhojpur, Buxar, Darbhanga, Saharsa, Kaimur (Bhabua), Rohtas, Jamui, Banka, Nawada, Gaya, Munger, Vaishali, Begusarai, Bhagalpur, Lakhisarai, Sheikhpura, Arwal, Jehanabad, Nalanda, Patna, Saran, Siwan, Muzaffarpur, Madhepura, Araria, Supaul, Madhubani, Purnia, Kishanganj, Aurangabad, Tinsukia, Dhemaji, Dibrugarh, Lakhimpur, Sivasagar, Jorhat, Sonitpur, Golaghat, Udalguri, Chirang, Baksa, Nagaon, Kokrajhar, Darrang, Barpeta, Nalbari, Marigaon, Kamrup, Bongaigaon, Dhubri, Kamrup Metro, Goalpara, Dima Hasao, Cachar, Karimganj, Hailakandi, Charaideo, Majuli, Biswanath, Hojai, South Salmara Mancachar, Karbi Anglong, West Karbi Anglong, South 24 Parganas, Darjeeling, Jalpaiguri, Dakshin Dinajpur, Maldah, Murshidabad, Birbhum, Nadia, Purba Purba Bardhaman, Purulia, Bankura, North 24 Parganas","Odisha, Bihar, Assam, West Bengal",90.0,,,,About 90 persons were reported to have died in floods,Caused damage to property worth Rs. 11 crores. Nearly 10 lakh peple were rendered homeless,IMD,,,1972.0,7.0,8.0,1
623,UEI-IMD-FL-1973-0005,1973-06-08,1973-06-21,14.0,floods,"Darrang, Sonitpur,Udalguri",Assam,3.0,,,,"3 lives were lost,hundreds of wild animals washed away","Caused considerable damage to paddy,other crops",IMD,,18.0,1973.0,6.0,8.0,0
625,UEI-IMD-FL-1973-0007,1973-07-01,1973-07-14,14.0,heavy rains,"Churu, Jhunjhunu, Jaisalmer, Sikar, Alwar, Jaipur, Jodhpur, Bharatpur, Nagaur, Dausa, Karauli, Dholpur, Barmer, Sawai Madhopur, Tonk, Pali, Bhilwara, Jalore, Bundi, Kota, Sirohi, Baran, Udaipur, Jhalawar, Dungarpur, Banswara, Ajmer, Rajsamand, Chittorgarh, Ganganagar, Hanumangarh, Bikaner, Pratapgarh, Pashchim Champaran, Purbi Champaran, Sitamarhi, Sheohar, Gopalganj, Samastipur, Katihar, Khagaria, Bhojpur, Buxar, Darbhanga, Saharsa, Kaimur (Bhabua), Rohtas, Jamui, Banka, Nawada, Gaya, Munger, Vaishali, Begusarai, Bhagalpur, Lakhisarai, Sheikhpura, Arwal, Jehanabad, Nalanda, Patna, Saran, Siwan, Muzaffarpur, Madhepura, Araria, Supaul, Madhubani, Purnia, Kishanganj, Aurangabad, Burhanpur, Morena, Bhind, Gwalior, Sheopur, Shivpuri, Tikamgarh, Neemuch, Rewa, Satna, Guna, Ashoknagar, Mandsaur, Singrauli, Sidhi, Sagar, Damoh, Shajapur, Vidisha, Rajgarh, Shahdol, Katni, Umaria, Ratlam, Bhopal, Ujjain, Raisen, Sehore, Jabalpur, Dewas, Anuppur, Jhabua, Dindori, Narsimhapur, Dhar, Indore, Mandla, Narmadapuram, Seoni, Alirajpur, Chhindwara, Harda, Khargone (Khargone (West Nimar)), East Nimar, Balaghat, Barwani, Agar-Malwa, Datia, Chhatarpur, Panna, Betul, Niwari, Valsad, Amreli, Dangs, Banas Kantha, Patan, Mahesana, Gandhinagar, Ahmedabad, Panch Mahals, Dahod, Vadodara, Bharuch, Porbandar, Narmada, Surat, Tapi, Arvalli, Botad, Chota Udaipur, Mahisagar, Gir Somnath, Sabar Kantha, Kachchh, Surendranagar, Rajkot, Kheda, Anand, Bhavnagar, Junagadh, Jamnagar, Devbhumi Dwarka Dwarka, Morbi, Navsari, Gondia, Bhandara, Jalgaon, Wardha, Buldhana, Akola, Nashik, Gadchiroli, Washim, Chandrapur, Yavatmal, Jalna, Ahmednagar, Hingoli, Nanded, Parbhani, Pune, Beed, Mumbai, Latur, Dharashiv, Solapur, Satara, Ratnagiri, Sangli, Kolhapur, Sindhudurg, Thane, Palghar, Nandurbar, Amravati, Dhule, Nagpur, Aurangabad, Raigarh, Mumbai Suburban, Amroha, Hapur, Bareilly, Pilibhit, Bulandshahr, Gautam Buddha Nagar, Kheri, Budaun, Bahraich, Shahjahanpur, Aligarh, Kasganj, Mathura, SShrawasti, Sitapur, Hathras, Etah, Hardoi, Farrukhabad, Firozabad, Siddharthnagar, Mainpuri, Mahrajganj, Agra, Gonda, Bara Banki, Kushinagar, Kannauj, Lucknow, Basti, Gorakhpur, Sant Kabir Nagar, Unnao, Etawah, Kanpur nagar Nagar, Auraiya, Ayodhya, Kanpur nagar Dehat, Deoria, Sultanpur, Ambedkar Nagar, Rae Bareli, Jalaun, Azamgarh, Mau, Fatehpur, Ballia, Jaunpur, Jhansi, Banda, Ghazipurr, Kaushambi, Prayagraj, Varanasi, Chitrakoot, Chandauli, Bhadohi, Mirzapur, Lalitpur, Sonbhadra, Amethi, Ghaziabad, Sambhal, Mahoba, Saharanpur, Bijnor, Muzaffarnagar, Baghpat, Meerut, Moradabad, Rampur, Shamli, Balrampur, Hamirpur, Pratapgarh","Rajasthan, Bihar, Madhya Pradesh, Gujarat, Maharashtra, Uttar Pradesh",90.0,,,,90 persons were reported washed away,"Caused damage in life,property. Crops worth several crores of rupees were damaged or destroyed",IMD,,,1973.0,7.0,1.0,1
627,UEI-IMD-FL-1973-0009,1973-07-22,1973-07-28,7.0,"heavy rains, floods","Shimla, Amroha, Hapur, Bareilly, Pilibhit, Bulandshahr, Gautam Buddha Nagar, Kheri, Budaun, Bahraich, Shahjahanpur, Aligarh, Kasganj, Mathura, SShrawasti, Sitapur, Hathras, Etah, Hardoi, Farrukhabad, Firozabad, Siddharthnagar, Mainpuri, Mahrajganj, Agra, Gonda, Bara Banki, Kushinagar, Kannauj, Lucknow, Basti, Gorakhpur, Sant Kabir Nagar, Unnao, Etawah, Kanpur nagar Nagar, Auraiya, Ayodhya, Kanpur nagar Dehat, Deoria, Sultanpur, Ambedkar Nagar, Rae Bareli, Jalaun, Azamgarh, Mau, Fatehpur, Ballia, Jaunpur, Jhansi, Banda, Ghazipurr, Kaushambi, Prayagraj, Varanasi, Chitrakoot, Chandauli, Bhadohi, Mirzapur, Lalitpur, Sonbhadra, Amethi, Ghaziabad, Sambhal, Mahoba, Saharanpur, Bijnor, Muzaffarnagar, Baghpat, Meerut, Moradabad, Rampur, Shamli, Balrampur, Hamirpur, Pratapgarh, Pashchim Champaran, Purbi Champaran, Sitamarhi, Sheohar, Gopalganj, Samastipur, Katihar, Khagaria, Bhojpur, Buxar, Darbhanga, Saharsa, Kaimur (Bhabua), Rohtas, Jamui, Banka, Nawada, Gaya, Munger, Vaishali, Begusarai, Bhagalpur, Lakhisarai, Sheikhpura, Arwal, Jehanabad, Nalanda, Patna, Saran, Siwan, Muzaffarpur, Madhepura, Araria, Supaul, Madhubani, Purnia, Kishanganj, Aurangabad, South 24 Parganas, Darjeeling, Jalpaiguri, Dakshin Dinajpur, Maldah, Murshidabad, Birbhum, Nadia, Purba Purba Bardhaman, Purulia, Bankura, North 24 Parganas","Himachal Pradesh, Uttar Pradesh, Bihar,  West Bengal",144.0,,,,Atleast 144 persons died,"Completely cut off from rest of the country , Crops,property worth two crores of rupees were destroyed, Floods continuing during August, severely affected the Brahmaputra valley, causing extensive damage to crops,loss of life",IMD,,,1973.0,7.0,22.0,1
628,UEI-IMD-FL-1973-0010,1973-08-08,1973-08-14,7.0,floods,"Kupwara, Bandipora, Baramulla, Ganderbal, Anantnag, Kishtwar, Srinagar, Budgam, Pulwama, Poonch, Shopian, Kulgam, Rajouri, Ramban, Reasi, Doda, Jammu, Kathua, Udhampur, Samba, Muzaffarabad, Mirpur, 
Gurdaspur, Hoshiarpur, Amritsar, Jalandhar, Tarn Taran, Rupnagar, Shahid Bhagat Singh Nagar, Fazilka, Moga, Ludhiana, S.A.S Nagar*, Faridkot, Fatehgarh Sahib, Sri Sri Muktsar Sahib Sahib, Sangrur, Barnala, Bathinda, Patiala, Mansa, Ferozepur, Pathankot, Kapurthala, Amroha, Hapur, Bareilly, Pilibhit, Bulandshahr, Gautam Buddha Nagar, Kheri, Budaun, Bahraich, Shahjahanpur, Aligarh, Kasganj, Mathura, SShrawasti, Sitapur, Hathras, Etah, Hardoi, Farrukhabad, Firozabad, Siddharthnagar, Mainpuri, Mahrajganj, Agra, Gonda, Bara Banki, Kushinagar, Kannauj, Lucknow, Basti, Gorakhpur, Sant Kabir Nagar, Unnao, Etawah, Kanpur nagar Nagar, Auraiya, Ayodhya, Kanpur nagar Dehat, Deoria, Sultanpur, Ambedkar Nagar, Rae Bareli, Jalaun, Azamgarh, Mau, Fatehpur, Ballia, Jaunpur, Jhansi, Banda, Ghazipurr, Kaushambi, Prayagraj, Varanasi, Chitrakoot, Chandauli, Bhadohi, Mirzapur, Lalitpur, Sonbhadra, Amethi, Ghaziabad, Sambhal, Mahoba, Saharanpur, Bijnor, Muzaffarnagar, Baghpat, Meerut, Moradabad, Rampur, Shamli, Balrampur, Hamirpur, Pratapgarh, Tinsukia, Dhemaji, Dibrugarh, Lakhimpur, Sivasagar, Jorhat, Sonitpur, Golaghat, Udalguri, Chirang, Baksa, Nagaon, Kokrajhar, Darrang, Barpeta, Nalbari, Marigaon, Kamrup, Bongaigaon, Dhubri, Kamrup Metro, Goalpara, Dima Hasao, Cachar, Karimganj, Hailakandi, Charaideo, Majuli, Biswanath, Hojai, South Salmara Mancachar, Karbi Anglong, West Karbi Anglong, Upper Lower Subansiri, Anjaw, Changlang, Tawang, Papum Pare, Tirap, East Siang, Lohit, Kurung Kumey, Lower Lower Subansiri, East Kameng, West Kameng, West Kameng, West Kameng, Kra Daadi, Namsai, Longding, Upper Siang, Lower Siang, Dibang Valley, Lower Dibang Valley, Siang, Shi Yomi, Pakke Kessang, West Siang, Leparada, Kamle","Jammu and Kashmir, Punjab, Uttar Pradesh, Assam,  Arunachal Pradesh",268.0,,,,"Toll of 68 lives, Loss od nearly 200 human lives",Caused havoc,IMD,,,1973.0,8.0,8.0,1
629,UEI-IMD-FL-1973-0011,1973-08-15,1973-08-31,17.0,severe flood,,Rajasthan,13.0,,,,13 people washed away,"Flood water affected 14 million people,damaged nearly 10 lakh hectares of standing crops.",IMD,,8.0,1973.0,8.0,15.0,1
630,UEI-IMD-FL-1973-0012,1973-08-15,1973-08-21,7.0,floods,"Churu, Jhunjhunu, Jaisalmer, Sikar, Alwar, Jaipur, Jodhpur, Bharatpur, Nagaur, Dausa, Karauli, Dholpur, Barmer, Sawai Madhopur, Tonk, Pali, Bhilwara, Jalore, Bundi, Kota, Sirohi, Baran, Udaipur, Jhalawar, Dungarpur, Banswara, Ajmer, Rajsamand, Chittorgarh, Ganganagar, Hanumangarh, Bikaner, Pratapgarh, Gurdaspur, Hoshiarpur, Amritsar, Jalandhar, Tarn Taran, Rupnagar, Shahid Bhagat Singh Nagar, Fazilka, Moga, Ludhiana, S.A.S Nagar*, Faridkot, Fatehgarh Sahib, Sri Sri Muktsar Sahib Sahib, Sangrur, Barnala, Bathinda, Patiala, Mansa, Ferozepur, Pathankot, Kapurthala, Amroha, Hapur, Bareilly, Pilibhit, Bulandshahr, Gautam Buddha Nagar, Kheri, Budaun, Bahraich, Shahjahanpur, Aligarh, Kasganj, Mathura, SShrawasti, Sitapur, Hathras, Etah, Hardoi, Farrukhabad, Firozabad, Siddharthnagar, Mainpuri, Mahrajganj, Agra, Gonda, Bara Banki, Kushinagar, Kannauj, Lucknow, Basti, Gorakhpur, Sant Kabir Nagar, Unnao, Etawah, Kanpur nagar Nagar, Auraiya, Ayodhya, Kanpur nagar Dehat, Deoria, Sultanpur, Ambedkar Nagar, Rae Bareli, Jalaun, Azamgarh, Mau, Fatehpur, Ballia, Jaunpur, Jhansi, Banda, Ghazipurr, Kaushambi, Prayagraj, Varanasi, Chitrakoot, Chandauli, Bhadohi, Mirzapur, Lalitpur, Sonbhadra, Amethi, Ghaziabad, Sambhal, Mahoba, Saharanpur, Bijnor, Muzaffarnagar, Baghpat, Meerut, Moradabad, Rampur, Shamli, Balrampur, Hamirpur, Pratapgarh","Rajasthan, Punjab, Uttar Pradesh",79.0,,,,Death of 79 persons,"The estimated damage to crops,property was over Rs. 43 crores",IMD,,,1973.0,8.0,15.0,1
632,UEI-IMD-FL-1973-0014,1973-08-31,1973-09-09,10.0,floods,,Gujarat,66.0,,,,66 deaths occured.,"In two spells, caused destruction of property,crops worth Rs. 120 crores ",IMD,,24.0,1973.0,8.0,31.0,1
633,UEI-IMD-FL-1973-0016,1973-10-01,1973-10-07,7.0,floods,"Mirzapur,Prayagraj,Pratapgarh,Bahraich,Gonda,Basti,Jaunpur,Ghazipur, Purbi Champaran, Araria, Kishanganj, Madhubani, Sheohar, Sitamarhi, Supaul,Pashchim Champaran","Uttar Pradesh, Bihar",145.0,,,,About 145 lives lost,,IMD,,,1973.0,10.0,1.0,1
634,UEI-IMD-FL-1973-0017,1973-10-08,1973-10-14,7.0,severe floods,"Pashchim Champaran, Purbi Champaran, Sitamarhi, Sheohar, Gopalganj, Samastipur, Katihar, Khagaria, Bhojpur, Buxar, Darbhanga, Saharsa, Kaimur (Bhabua), Rohtas, Jamui, Banka, Nawada, Gaya, Munger, Vaishali, Begusarai, Bhagalpur, Lakhisarai, Sheikhpura, Arwal, Jehanabad, Nalanda, Patna, Saran, Siwan, Muzaffarpur, Madhepura, Araria, Supaul, Madhubani, Purnia, Kishanganj, Aurangabad, Bhadrak, Dhenkanal, Jajapur, Subarnapur, Nuapada, Balangir, Boudh, Cuttack, Kandhamal, Nayagarh, Khordha, Kalahandi, Jagatsinghapur, Puri, Nagpur, Rayagada, Koraput, Malkangiri, Anugul, Kendrapara, Ganjam, Gajapati, Mayurbhanj, Sundargarh, Kendujhar, Baleshwar, Jharsuguda, Bargarh, Deogarh, Sambalpur, South 24 Parganas*, Darjeeling, Jalpaiguri, Dakshin Dinajpur, Maldah, Murshidabad, Birbhum, Nadia, Purba Purba Bardhaman, Purulia, Bankura, North 24 Parganas","Bihar, Odisha, West Bengal, Assam, Andhra Pradesh",77.0,,,,Loss of 77 lives,About 50 Lakhs of people being seriously affected,IMD,,,1973.0,10.0,8.0,1
637,UEI-IMD-FL-1974-0003,1974-07-01,1974-08-07,38.0,heavy rains,Mumbai (Colaba),Maharashtra,50.0,,,,50 lifes were lost,"Recorded,exceptionally heavy rainfall of 58cm in Twenty Four hours on 5th July, which was the highest on record. Low level areas in Mumbai were heavily flooded,city life was completely paralysed. Damage to Railway,public property was estimated at Rs. 6 crores.",IMD,,27.0,1974.0,7.0,1.0,1
638,UEI-IMD-FL-1974-0004,1974-07-01,1974-07-07,7.0,inceasant rains,Ratnagiri,Maharashtra,17.0,,,12,"Burying 10 people, killed 7 people,about a dozen heads of cattle were lost.",Landslide occured due to heavy rains,IMD,492.0,27.0,1974.0,7.0,1.0,1
646,UEI-IMD-FL-1975-0007,1975-07-22,1975-07-28,7.0,floods,"Pashchim Champaran, Purbi Champaran, Muzaffarpur,Darbhanga",Bihar,26.0,,,,26 persons were reported to have been drowned in Champaran district,"Several thousands of people were dislodged, thousands of acres of cropped land were submerged, The district head quarters of Darbhanga, Mudhubani, Sitamarhi, Bettiah,Motihari were cut off drom the rest of the State",IMD,,10.0,1975.0,7.0,22.0,1
648,UEI-IMD-FL-1975-0009,1975-08-25,1975-08-25,1.0,floods,Patna,Bihar,200.0,,,500,"The flood took a toll of about 200 lives,500 cattle heads were lost","Several places of the city remained 10 to 15 ft. deep under water. Patna was cut from rest of the country. People had to take shelter on the roofs of buildings for safety. The flood relief operations were undertaken by the Defence Forces. Train  servicesbetween Patna city,places in Araria, Begusarai, Bhojpur, Buxar, Purba Champaran, Gopalganj, Muzaffarpur, Saran, Supaul, Saharsa were cut off due to braches in railway tracks,bridges. Air services to Patna remained suspended till the end of August. 2 lakhs houses were damaged,1.5 crores of people were affected in the worst in the worst hit areas of PAtna, Chapra, Arrah, Muzzafarpur, Darbhanga,Sahabad districts. Standing crops worth one crore were damaged in Bhojpur district alone. The loss to private,public properties according to press reportes was estimayed to be about Rs. 500 crores",IMD,520.0,10.0,1975.0,8.0,25.0,1
649,UEI-IMD-FL-1975-0010,1975-09-22,1975-09-28,7.0,heavy rains,"Nawada, Khagaria, Samastipur,Purbi Champaran",Bihar,11.0,,,500,"11 human lives were lost,500 cattle heads perished","Severe floods in rivers Burhim Gadak, Adhwara,Bagmati, About half a million people were dislodged,extensive damage was caused to standing crops in more than 300 hectares, ",IMD,,10.0,1975.0,9.0,22.0,1
650,UEI-IMD-FL-1975-0011,1975-08-15,1975-08-21,7.0,heavy rains,,Odisha,43.0,,,,As many as 43 people died due to house collapses,"All rivers except Mahanadi river reached the danger levels. Large areas were completely inundated. Crops of over 2 lakh hectares had been badly affected. Road,rail communication remained suspended from 20 to 23 August",IMD,,21.0,1975.0,8.0,15.0,1
656,UEI-IMD-FL-1975-0017,1975-09-08,1975-09-14,7.0,floods,"Bulandshahr, Khurja",Uttar Pradesh,25.0,,,42,"There were loss of 25 human lives,42 heads of cattles","A large number of villages with a population of 2.5 lakhs,crop areas of ninety thousand hectares were affected. 8,000 houses were damaged",IMD,,9.0,1975.0,9.0,8.0,1
658,UEI-IMD-FL-1975-0019,1975-08-01,1975-08-07,7.0,heavy rains,"Nanded,Parbhani",Maharashtra,10.0,,,25,"25 heads of cattle, 10 human lives were reported to have been lost","Followed by flash-floods, 150 huts were washed away, The flooding of Godavari river in September swept aaway 200 huts ",IMD,,27.0,1975.0,8.0,1.0,1
665,UEI-IMD-FL-1975-0026,1975-11-01,1975-11-07,7.0,heavy rains,"Thiruvananthapuram, Kollam, Alappuzha, Kottayam, Thrissur",Kerala,4.0,,,,Claimed the lives of 4 persons.,"Badly affected, There was extensive damage to standing paddy crops, There was breaches in the bunds of canals,people were rvacuated to places of safety. Agricultural operations came to a standstill. In Calicut district, landsldies, had occured in South Wayanad, In the high ranages landslides followed by heavy down pour had damaged, paddy, pepper,tuber crops ",IMD,,32.0,1975.0,11.0,1.0,0
668,UEI-IMD-FL-1976-0002,1976-07-15,1976-07-21,7.0,floods,"Cachar, Goalpara, Kamrup, Sivasagar, Lakhimpur, Darrang","Assam, Manipur, Arunachal Pradesh",44.0,,,500,"500 heads of cattle were lost ,The death toll rose to  44 in Cachar district in the two successive","Vast areas of land in these districts were submerged. Several thousand people were rendered homeless. Crops worth Rs. 6-7 crores, 36,000 houses were damaged. ",IMD,,,1976.0,7.0,15.0,1
669,UEI-IMD-FL-1976-0003,1976-06-22,1976-06-28,7.0,floods,Darjeeling,West Bengal,3.0,,,,3 memebers in a family were buried alive when a hillock caved in,"The rivers Teesta,Mahananda were in spate causing heavy land slides",IMD,309.0,19.0,1976.0,6.0,22.0,0
671,UEI-IMD-FL-1976-0005,1976-08-15,1976-08-21,7.0,heavy rains,Darjeeling,West Bengal,200.0,,,,About 200 families ,"Flooded the rivers Teesta, Mahananda, Ranjit,Mechi,515 acres of Aman crop were affected",IMD,309.0,19.0,1976.0,8.0,15.0,1
677,UEI-IMD-FL-1976-0011,1976-09-08,1976-09-21,14.0,flood,"Mirzapur, Varanasi, Ayodhya, Azamgarh, Ballia, Etawah",Uttar Pradesh,228.0,,,,Death toll in the current UP floods mounted to 228,"The flood waters of Gomti had entered Jaunpur, The Ganga,flooded 100 villages in Mirzapur district,inundated vast areas in Varanasi district, several villages in Faizabad,Azamgarh district were also flooded, Ballia was the worst affected district where Ganga was flowing 67 cms above the danger mark, the rising Yamuna flooded Etawah district, the loss of property,crops caused by floods in Uttar Pradesh were assessed to be about Rs 130 crores, the death toll in the current UP floods mounted to 228",IMD,,9.0,1976.0,9.0,8.0,1
679,UEI-IMD-FL-1976-0013,1976-08-01,1976-09-07,38.0,floods,"Gurdaspur, Ferozepur, Amritsar, Rohtak,Hisar",Punjab,85.0,,,425,"Took a toll of 85 people, 425 cattle had been perished","Severely hit, 2498 villages had been badly affected, during the same period Haryana was also affected by floods, 1 million acres of standing crops of maize, sugar cane,coarse grains had been destroyed, 300 villages of Rohtak,Hisar districts were affected",IMD,,3.0,1976.0,8.0,1.0,1
681,UEI-IMD-FL-1976-0015,1976-08-08,1976-08-14,7.0,floods,Jammu,Jammu and Kashmir,68.0,,,,The death toll rose to 68,"The flood situation in most parts of Jammu region continued, the water level of Chenab,Ravi was over 10 ft above their danger mark, about 15 villages had been evacuated, 1400 houses collapsed,3000 acres of land eroded",IMD,5.0,,1976.0,8.0,8.0,1
685,UEI-IMD-FL-1976-0019,1976-07-31,1976-07-31,1.0,"torential rain,heavy floods","Valsad, Dadra And Nagar Haveli",Dadra and Nagar Haveli,15.0,,,,15 people lost their lives ,"Caused extensive damage to property,snapping rail,telecommunication links, the swollen Damanganga river washed away 900 ft. long bridge near Valsad,all the Delhi bound trains from Mumbai suspended, hundreds of people were rendered homeless, the union territory of Dada&Nagar Haveli were also affected by unprecedential floods in Damanganga river",IMD,,,1976.0,7.0,31.0,1
689,UEI-IMD-FL-1976-0023,1976-07-31,1976-07-31,1.0,heavy rains,"South Gujarat, Pune, Solapur, Nashik, Thane",Maharashtra,3.0,,,,3 people lost their lives due to wall collapsed/electrocution,"Mumbai was lashed by torrential rains, the flood waters of Bhima entered the holy town of Pandharpur in Solapur district, about 10,000 residents were evacuated to safer places, paddy crops in 10,000 acres were washed away in Thane district, considerable damage to groundnut, sugarcane,jowar in Solapur district,loss of Kharif,fruit gardens estimated at Rs. 90 lakhs were caused",IMD,,27.0,1976.0,7.0,31.0,0
691,UEI-IMD-FL-1976-0025,1976-07-01,1976-07-07,7.0,flash floods,"Khammam, Bhadradri Bhadradri Kothagudem kothagudem",Telangana,15.0,,,2000,15 heads of cattle aand 2000 sheep were washed away,"In the mighty river Godavari had isolated the town of Bhadrachalam,unundated 79 villages in Khammam district, 10,000 acres of standing paddy crops in West Godavari district were submerged",IMD,,36.0,1976.0,7.0,1.0,1
692,UEI-IMD-FL-1976-0026,1976-07-22,1976-07-28,7.0,heavy rains,"Thiruvananthapuram, Kottayam, Ernakulam, Kozhikode,Thrissur",Kerala,20.0,,,,"Heavy landslides occured killing 20 people in Thrissur,Idukku districts",Damaging crops worth Rs. 15 lakhs,IMD,,32.0,1976.0,7.0,22.0,1
694,UEI-IMD-FL-1976-0028,1976-10-08,1976-10-21,14.0,floods,"Chennai, The Nilgiris, Coimbatore",Tamil Nadu,2.0,,,,2 children were washed away in wild streams,"Chennai, Nilgiris,Coimbatore districts were affected by floods",IMD,,33.0,1976.0,10.0,8.0,0
695,UEI-IMD-FL-1976-0029,1976-11-15,1976-11-21,7.0,"heavy rains,floods",Coimbatore,Tamil Nadu,5.0,,,,5 lives were lost,"Several parts of Coimbatore district were severely hit, 600 huts were damaged,2000 persons were rendered homeless, floods in Vaigal river in Madurai district rendered 100 families homeless",IMD,569.0,33.0,1976.0,11.0,15.0,0
