Unnamed: 0,UEI,Start Date,End Date,Duration(Days),Main Cause,Districts,State,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage,Event Source,District_LGD_Codes,State_Codes,Start_Year,Start_Month,Start_Day,High_Impact
1234,UEI-IMD-FL-1984-0091,1984-07-22,1984-07-28,7.0,severe,"Azamgarh, Bahraich, Ballia, Bara Banki, Basti, Bijnor, Budaun, Deoria, Ayodhya, Fatehpur, Gonda, Gorakhpur, Hamirpur, Kheri, Pithoragarh, Rampur",Uttar Pradesh,91.0,,,,91 persons died,"i)Srinagar-Turtipar bund in Ballia district breached endangering about 150 village ii)Rapti river breached 16 metre of its embankment in Mehdawal area,marooned 40 villages. It also washed away a road bridge near Kusraulkhurd village disrupting road traffic iii)River Sarju affected 300 villages of 3 lakhs population in Ballia district iv)Thermal power station of  Faizabad faced immediately threat as Ghagra river changed its course v)In Deoria district 86 villages completely inundated,21,000 hectares of land submerged vi)All the schools,colleges in Padruna,Hats tehsils in Deoria district closed due to grave flood situation",IMD,,9.0,1984.0,7.0,22.0,1
1235,UEI-IMD-FL-1984-0092,1984-08-01,1984-08-21,21.0,severe,"Azamgarh, Ballia, Deoria, Gorakhpur,Kheri",Uttar Pradesh,9.0,,,,9 persons died,"i)Army called in Gorakhpur district for flood relief following a breach in Sohagaura Nalauni embankment ii)Suheli,Mohana river in Kheri district cut off Dudwa National Park",IMD,,9.0,1984.0,8.0,1.0,0
1236,UEI-IMD-FL-1984-0093,1984-08-31,1984-08-31,1.0,heavy rains,Varanasi,Uttar Pradesh,13.0,,,,"13 people died in house collapse incidents in Modanpur,Adampura localities",,IMD,187.0,9.0,1984.0,8.0,31.0,1
1237,UEI-IMD-FL-1984-0094,1984-09-05,1984-09-11,7.0,severe,"Bahraich, Mirzapur,Varanasi",Uttar Pradesh,33.0,,,,33 persons died ,i)Vast stretch of low lying areas submerged under flood water ii)Road communication snapped a many places iii)Sudden discharge of water from Abraura embankment caused flash flood in Mirzapur district iv)500 houses damaged in Mirzapur district,IMD,,9.0,1984.0,9.0,5.0,1
1239,UEI-IMD-FL-1984-0096,1984-06-03,1984-06-06,4.0,heavy rains,"Kolkata, Howrah, North 24 Parganas",West Bengal,19.0,10.0,,,"i)1 person killed,10 injured on 5th ii)18 more died on 6th due to house collapse,electrocution","i)9,000 people marooned in North Kolkata ii)2 lakh people in Kolkata, Howrah,24 Pargan districts affected. 10,000 people resucued to safer places iii)Train,air services completely disrupted iv)30,000 telephone sets went out of gear v)Extensive damage was caused by the flooding of Metero Railways tunnel due to heavy rains during 1st week of June 1984",IMD,,19.0,1984.0,6.0,3.0,1
1240,UEI-IMD-FL-1984-0097,1984-06-08,1984-06-28,21.0,severe,"Bankura, Birbhum, Purba bardhaman, Cooch Behar, Darjeeling, Jalpaiguri, Howrah, Hooghly, Malda, Paschim Purba Medinipur,Purba Purba Medinipur, Nadia, North 24 Parganas",West Bengal,61.0,,,,"i)33 people died in Cooch, Behar, Dakshin Dinajpur,Jalpaiguri districts ii)19 people died,9 reported missing in Bankura, Birbhum, Burdwan, Hooghly,Howrah","i)1 lakh people marooned,100 villages submerged in Birbhum district ii)In Maldah district 3.35 lakh people in an area of 270 sq. km. affected. Aman,Boro crops in 10,121 hectares of land damaged. Loss to crop,property estimated to be worth Rs. 10 crore. 12,000 people rendered homeless iii)7 lakh people in Arambagh sub-division of Hooghly district affected,2000 houses collapsed Crop worth rs. 1.25 crore damaged iv)In Midnapur district, one million people affected,7000 sq.km. area submeged . 21,000 houses destroyed while crops on 75,000 hectares of land damaged. Loss estimated to be Rs. 14 crore v)Agriculture products worth Rs. 70 crore damaged. Aman,Aus seedbeds, Jute,Betel vines over an area about 2 lakh hectare destroyed. Crop wise break-up as follows, Aman, Aus, Jute, Betel vines, Vegetables, (Area in thousand hectares)72, 41, 32, 2, 4 respectively, vi)Many places within Durgapur Steel Plant including coke oven, foundry,power plant submerged under water vii)Ghatal town in Midnapur district cut off from the district as Silavati river inundated 5 causeways on the Ghatal-Chandrakona road viii)Dantan town in Midnapur district isolated as a culvert on a road nea Nekurshini, 60 km from Midnapur town, breached ix)Entire Juliadanga village in Burdwan district engulfed by swollen Bagmati river x)Rainfall recorded between 23,25 June in Birbhum district was reported highest in the past 100 years xi)Army,Airforce helicopters employed for rescue operations xii)A railway bridge, 13km from Siliguri on Tista river, threatened by flood xiii)Rail traffic connecting north Bengal with other adjacent State disrupted",IMD,,19.0,1984.0,6.0,8.0,1
1245,UEI-IMD-FL-1984-0102,1984-08-01,1984-09-07,38.0,severe,"Bankura, Birbhum, Purba bardhaman, Howrah, Hooghly, Malda, Paschim Purba Medinipur,Purba Purba Medinipur, Murshidabad, North 24 Parganas",West Bengal,19.0,,,,i)4 persons died in Midnapur district ii)15 others died in Maldah district when a ferry boat capsized in swollen Bhagirathi at Arjunpur near Farakka,"i)6 lakh people marooned,about 10 lakh people rendered homeless in rendered Midnapur district ii)More than 3 lakh people affected in Hooghly district iii)Midnapur-Ghatal,Midnapur-Keshpur roads submerged under water disrupting vehicular traffic iv)Kangsavati river breached its embankment at 11 places v)1 million people rendered homeless",IMD,,19.0,1984.0,8.0,1.0,1
1246,UEI-IMD-FL-1984-0103,1984-09-08,1984-09-14,7.0,severe,"Cooch Behar,Jalpaiguri",West Bengal,1.0,,,50000,"i)1 child drowned ii)50,000 cattle reported either perished or missing","i)Paddy crop worth Rs. 2.3 crore, vegetables worth Rs. 13.72 crore,Jute worth Rs. 45 lakh damaged ii)2000 families rendered homeless while 9000 people evacuated to safer places iii)Train service between Haldibari in Cooch Behar,New Jalpaiguri,Siliguri disrupted iv)15 metre stretch of road in Kolabari washed away by Diana river",IMD,,19.0,1984.0,9.0,8.0,0
1247,UEI-IMD-FL-1984-0104,1984-08-23,1984-08-23,1.0,heavy rains,"North, North East, West, East, South West, Central, New New Delhi, South, Shahdara, South East, North West",Delhi,1.0,16.0,,,"i)1 person electrocuted,another drowned in a swollen nullah ii)15 other persons injured under a wall collapse","i)Many low lying areas flooded. Life in Delhi city completely paralysed ii)H.T. wires snapped at many places,several electric poles uprooted disrupting power supply,telephone services iii)100 vehicles stranded",IMD,,7.0,1984.0,8.0,23.0,0
1248,UEI-IMD-FL-1984-0105,1984-09-01,1984-09-01,1.0,heavy rains,"North, North East, West, East, South West, Central, New New Delhi, South, Shahdara, South East, North West",Delhi,3.0,3.0,,,i)2 persons died under a wall collapse near Bengali Market ii)A 60-year old man died when he fell into an open sewer at Baba Kharak Singh Marg iii)3 labourers seriously injured when factory wall fell on Shankar road,"i)Residents of hutment colonies affected. ii)Many vehicles marooned iii)10,000 telephones snapped,25 fires due to short-circuit reported iv)Power supply to many areas disrupted",IMD,,7.0,1984.0,9.0,1.0,0
1251,UEI-IMD-FL-1985-0001,1985-10-05,1985-10-05,1.0,heavy rains,Hyderabad,Andhra Pradesh,1.0,,,,1 person died in city in a house collapse,,IMD,507.0,28.0,1985.0,10.0,5.0,0
1252,UEI-IMD-FL-1985-0002,1985-11-11,1985-11-12,2.0,heavy rains,Sri Potti Sriramulu Nellore,Andhra Pradesh,6.0,,,,6 persons died,"i)72 tankss breached ii)Banks of Challakalra, Swarnamukti,Kalengi rivers breached at several places iii)Property worth Rs. 1 crore lost",IMD,515.0,28.0,1985.0,11.0,11.0,0
1253,UEI-IMD-FL-1985-0003,1985-06-01,1985-06-14,14.0,severe,"Cachar, Darrang, Dibrugarh, Karimganj, Lakhimpur, Nagaon",Assam,6.0,,,,6 persons died,"i)30,000 hectares of paddy field in 400 villages submerged under flood water ii)500 houses inundated iii)Cachar,Karimganj district cut off from rest of the state as Jowai-Bedarpur section of National Highway No. 44 closed down due to landslide ne Sonapur iv)Rail communication to these districts disruted following collapse of two railway bridges on Lumding-Badarpur metre-gauge section of Northeast Frontier Railway v)Road traffic to Tripura closed as Assam-West Tripura road submerged by flood water at several places near Patharkandi",IMD,,18.0,1985.0,6.0,1.0,0
1254,UEI-IMD-FL-1985-0004,1985-07-01,1985-07-31,31.0,severe,"Cachar, Darrang, Dhubri, Goalpara, Kamrup, Karimganj, Kokrajhar, Lakhimpur, Nagaon, Sonitpur,Sivasagar",Assam,15.0,,,,15 persons died,"i)Lakhs of people rendered homeless ii)Rail,road communication completely disrupted",IMD,,18.0,1985.0,7.0,1.0,1
1255,UEI-IMD-FL-1985-0005,1985-07-02,1985-07-03,2.0,flash floods,Lakhimpur,Assam,3.0,,,,3 persons drowned,,IMD,295.0,18.0,1985.0,7.0,2.0,0
1256,UEI-IMD-FL-1985-0006,1985-07-03,1985-07-03,1.0,severe,Munger,Bihar,7.0,,,,7 persons drowned,i)5000 people affected ii)Newly constructed Badua dam costing Rs.2 crore breached at two places,IMD,207.0,10.0,1985.0,7.0,3.0,0
1259,UEI-IMD-FL-1985-0009,1985-07-22,1985-08-31,41.0,severe,"Bhojpur, Purbi Champaran, Katihar, Khagaria, Madhubani, Munger, Saharsa, Samastipur, Patna, Pashchim Champaran, Muzaffarpur, Begusarai, Rohtas, Gopalganj, Saran, Ranchi, Palamu",Bihar,15.0,,,,15 persons died,"i)In all 17 districts with a population of 3 million spread over 2500 villages affected. Madhubani,Pashchim Champaran districts worst affected ii)In Madhubani district, 1 lakh people affected due breach in Laukahati-Jhajhari embankment iii)Crop in 1,80,000 hectares damaged. Loss estimated around Rs. 9 crores iv)2448 houses worth Rs. 16.88 lakh,the public property worth Rs. 105.17 lakh damaged v)In Pashchim Champaran district, 20,000 people rendered homeless in Thakuraha block. Pipra-Piprasi embankment breached atleast 1000 metre at Thori. Wireless communication between Thori,State capital cut off for 4days. 700 houses damaged rendering 4000 people homeless vi)In Katihar district, Ganga-Darjiling road at Karthagola suspended",IMD,,10.0,1985.0,7.0,22.0,1
1260,UEI-IMD-FL-1985-0010,1985-09-08,1985-09-28,21.0,severe,"Purbi Champaran, Madhubani, Muzaffarpur,Sitamarhi",Bihar,40.0,,,,40 people died,"i)Worst affected districts being East Chamaran where 3532 villages with a population of 37 lakh affected,12,363 houses damaged ii)In Muzaffarpur district, 4 lakh people affected iii)Crop worth Rs. 20 crore damaged iv)Public utility services worth Rs.1.18 crore lost",IMD,,10.0,1985.0,9.0,8.0,1
1264,UEI-IMD-FL-1985-0014,1985-08-06,1985-08-08,3.0,heavy rains,"Ahmedabad, Panch Mahals, Vadodara",Gujarat,11.0,,,,11 persons (including 5 children) died. The district-wise break-up : Ahmadabad - 2 Punch Mahals - 3 Vadodara - 6,,IMD,,24.0,1985.0,8.0,6.0,1
1265,UEI-IMD-FL-1985-0015,1985-08-05,1985-08-16,12.0,severe,"Ambala, Hisar, Jind, Karnal, Rohtak, Sirsa",Haryana,21.0,,,300,"In all 21 persons died,300 cattlehead perished","i)In all these districts, 1.5 lakh people rendered homeless while cotton,Kharif crop worth Rs. 60 crore damaged ii)Jind,Sirsa districts-affected iii)In all 40,000 houses (of which 1000 in Jind,Sirsa districts) collapsed iv)In Jind district, standing crop in 13,000 hectaresof land damaged. Two goods train derailed due to sinking of railway track v)In Hirsa district, 4043 out of 5010 villages affected. Crop worth Rs. 8.2 crore damaged. vi)In Sirsa district, 15,000 hectares of cultivated land washed away while crops in 8000 hectares severely damaged vii)In Rohtak district, 4047 hectares of cultivated land affected due to waterlogging.",IMD,,6.0,1985.0,8.0,5.0,1
1267,UEI-IMD-FL-1985-0017,1985-08-05,1985-08-05,1.0,heavy rains,"Hamirpur,Una",Himachal Pradesh,2.0,,,,2 persons killed in Una district,Vehicular traffic disrupted due to landslide in Hamirpur district,IMD,,2.0,1985.0,8.0,5.0,0
1270,UEI-IMD-FL-1985-0020,1985-08-13,1985-08-14,2.0,heavy rains,Una,Himachal Pradesh,2.0,,,,2 persons killed,i)230 houses collapsed or damaged ii)Maize crop in 405 hectares damaged,IMD,448.0,2.0,1985.0,8.0,13.0,0
1271,UEI-IMD-FL-1985-0021,1985-08-22,1985-08-22,1.0,heavy rains,Mandi,Himachal Pradesh,3.0,,,,3 persons killed in a landslide,,IMD,22.0,2.0,1985.0,8.0,22.0,0
1272,UEI-IMD-FL-1985-0022,1985-08-24,1985-08-24,1.0,moderate,"Hamirpur, Kangra, Mandi",Himachal Pradesh,4.0,,,,"4 persons died (2 each at Mandi,Jamunnagar","i)300 families rendered homeless in Mandi district ii)Property worth Rs. 4 lakh damaged in Kangra, headquarters of Kangra district iii)In Hamirpur, 200 houses collapsed iv)Extensive damaged to crop, roads, buildings,bridges reported",IMD,,2.0,1985.0,8.0,24.0,0
1273,UEI-IMD-FL-1985-0023,1985-07-18,1985-07-18,1.0,heavy rains,Jammu,Jammu and Kashmir,8.0,50.0,,,"8 perosns killed,50 other injured due to house collapse at Akhnoor",,IMD,5.0,,1985.0,7.0,18.0,0
1274,UEI-IMD-FL-1985-0024,1985-07-22,1985-07-22,1.0,heavy rains,Poonch,Jammu and Kashmir,7.0,,,,7 persons died in drowning,,IMD,10.0,,1985.0,7.0,22.0,0
1276,UEI-IMD-FL-1985-0026,1985-08-04,1985-08-04,1.0,cloud burst,Baramulla,Jammu and Kashmir,5.0,,,,5 persons killed at Bagana Noor village of Uri tehsil,i)Srinagar-Jammu National Highway blocked due to landslide,IMD,3.0,,1985.0,8.0,4.0,0
1277,UEI-IMD-FL-1985-0027,1985-05-12,1985-05-12,1.0,heavy rains,Hassan,Karnataka,5.0,17.0,,,"5 people killed,17 other injured when a shed housing a touring cinema atbShravanabelegola collapsed",,IMD,539.0,29.0,1985.0,5.0,12.0,0
1278,UEI-IMD-FL-1985-0028,1985-09-28,1985-09-28,1.0,flash floods,Mysuru,Karnataka,5.0,,,,5 persons drowned in Derkanambi village of Gundalpet tehsil,,IMD,545.0,29.0,1985.0,9.0,28.0,0
1279,UEI-IMD-FL-1985-0029,1985-06-15,1985-06-15,1.0,heavy rains,Kozhikode,Kerala,2.0,,,,2 persons injured in a house collapse,,IMD,561.0,32.0,1985.0,6.0,15.0,0
1280,UEI-IMD-FL-1985-0030,1985-06-24,1985-06-28,5.0,heavy rains,Idukki,Kerala,28.0,,,,"28 people including a family of 9, killed in different parts of the city","i)1000 houses collapsed ii)Vehicular traffic between Idukki-Kothamangalam disrupted due to landslide at Vazathoppu,Karimbam iii)Road,telecommunication link disrupted iv)Paddy crop suffered extensive damage v)Pepper vines,Cardamam Plantations badly damaged vi)Crop worth Rs. 95 crore lost",IMD,556.0,32.0,1985.0,6.0,24.0,1
1281,UEI-IMD-FL-1985-0031,1985-06-25,1985-06-29,5.0,heavy rains,"Alappuzha,Kannur, Kottayam, Kozhikode, Palakkad,Thrissur",Kerala,16.0,,,,"3 persons(including a 12 year old school girl died), 5 persons died Cannanore, 2persons died in Kottayam, 2 persons died Kozhikode, 3 persons died Palghat, 1 person died",,IMD,,32.0,1985.0,6.0,25.0,1
1283,UEI-IMD-FL-1985-0033,1985-05-24,1985-05-24,1.0,heavy rains,Indore,Madhya Pradesh,1.0,,,,1 girl died in a house collapse,,IMD,410.0,23.0,1985.0,5.0,24.0,0
1287,UEI-IMD-FL-1985-0037,1985-08-07,1985-08-08,2.0,heavy rains,Sagar,Madhya Pradesh,3.0,,,,3 persons including a 4-years old childs injured in a house collapse,i)6 houses collapsed ii)Life in Sagar city completely paralysed iii)Rain water entered into a cinema hall,IMD,300.0,23.0,1985.0,8.0,7.0,0
1291,UEI-IMD-FL-1985-0041,1985-06-04,1985-06-04,1.0,heavy rains,Nagpur,Maharashtra,4.0,,,,4 children died in a wall collapse,,IMD,484.0,27.0,1985.0,6.0,4.0,0
1293,UEI-IMD-FL-1985-0043,1985-06-13,1985-06-13,1.0,heavy rains,Aurangabad,Maharashtra,12.0,,,,12 workers buried alive due to wall collapse at Deoulgaon bazar in Sillod tehsil,,IMD,189.0,27.0,1985.0,6.0,13.0,1
1294,UEI-IMD-FL-1985-0044,1985-06-16,1985-06-16,1.0,"heavy rains, flash flood","Mumbai, Jalgaon, Ratnagiri, Thane",Maharashtra,9.0,17.0,,,"5 persons (including 2 children) died,8 other injured in a house collapse, 4 women (including a minor girl) died,3 men injured at Phokari,Morgaon villages, 6 people injured in a wall collapse at Gautamnagar colony","i)Normal life completely paralysed ii)Suburbanan transport service disrupted iii)Loading/unloading operations at the port affected iv)Domestic/International flights delayed v)Fire brigade attended 30 calls of electric short-circuit , i)Low lyong areas of Sangameshwar,Dapoli, Chiplun,Khed submerged under flood water ii)Road communication between Ratnagiri,other parts of the state completely suspended",IMD,,27.0,1985.0,6.0,16.0,0
1295,UEI-IMD-FL-1985-0045,1985-06-25,1985-06-25,1.0,heavy rains,Mumbai,Maharashtra,24.0,33.0,,,"24 people died,33 injured in separate wall collapse incidents at Tardeo,Byculla","i)41.4 cm of rainfall recorded at Colaba observatory during Twenty Four hours period ending 1730 hrs of 25th June ii)Road traffic disrupted due to flooding Konkan bound State Transportation Service from Mumbai suspended iii)Thousands of people affected iv)Long distance outgoing trains on the Western Railway cancelled, while incoming trains terminated outside the city at various points v)Suburbanan train services on Western,Central railways completely paralysed",IMD,482.0,27.0,1985.0,6.0,25.0,1
1296,UEI-IMD-FL-1985-0046,1985-07-17,1985-07-17,1.0,heavy rains,Nagpur,Maharashtra,1.0,2.0,,,"1 person died,two other injured in a house collpase",i) A houseand a bridge collapsed ii)City bus service completely disrupted,IMD,484.0,27.0,1985.0,7.0,17.0,0
1297,UEI-IMD-FL-1985-0047,1985-07-22,1985-08-07,17.0,flash floods,"Ratnagiri,Sindhudurg",Maharashtra,6.0,4.0,,,"i)A man drowned when a small boat capsized in a flooded river ii)5 people died,4 injured in a house collapse","i)Dapoli town cut off ii)Flood watr entered Chiplum, Khed,Sangameshwar towns",IMD,,27.0,1985.0,7.0,22.0,0
1300,UEI-IMD-FL-1985-0050,1985-07-27,1985-07-30,4.0,severe,"Ri Bhoi, West Khasi Hills, East East Jaintia Hills, East Khasi Hills, South Garo Hills, West Garo Hills, East Garo Hills, West East Jaintia Hills, South West Khasi Hills, North Garo Hills, South West Garo Hills",Meghalaya,30.0,,,,30 people died due to landslides in Garo hills,,IMD,,17.0,1985.0,7.0,27.0,1
1303,UEI-IMD-FL-1985-0053,1985-07-18,1985-07-25,8.0,severe,"Amritsar, Hoshiarpur, Jalandhar, Kapurthala, Ludhiana",Punjab,70.0,,,150,"i)70 people, including 32 from Jullundar, died ii)150 cattleheads perished in Kapurthala district","i)Jullundar district worst affected ii)In Jullundar district 20 lakh people affected. 200 houses collapsed. Low lying areas of them Jullundar city submerged under 2-3 metres of water. Six bridges on Jullundar-Pathankot highway washed away iii)Bist Doab canal breached near Adampur iv)Rail traffic on Jullunder-Nakodar,Pathankot-Hoshiarpur section suspended for four days v)In Kapurthala district, Twenty Four villages with a population of 10 lakh people submerged under 3 mtrs, deep water. 8000 houses badly damaged vi)Two lakh hectares of crop-sown land, damaged vii)Bus services from Jullundar to Pathanket, amritsar, Nakodar suspended viii)Army/Air force helicopters employed for rescue work",IMD,,3.0,1985.0,7.0,18.0,1
1305,UEI-IMD-FL-1985-0055,1985-08-05,1985-08-16,12.0,severe,"Gurdaspur, Hoshiarpur, Amritsar, Jalandhar, Tarn Taran, Rupnagar, Shahid Bhagat Singh Nagar, Fazilka, Moga, Ludhiana, S.A.S Nagar*, Faridkot, Fatehgarh Sahib, Sri Sri Muktsar Sahib Sahib, Sangrur, Barnala, Bathinda, Patiala, Mansa, Ferozepur, Pathankot, Kapurthala",Punjab,23.0,,,,i)23 persons died ii)Hundreds of cattleheads perished,"i)In all 743 villages affected ii)75,000 houses damaged rendering 2 lakh people homeless iii)In Kapurthala district, thousands of house collpased, loss estimated around Rs. 37 crore iv)In Jullundar district, 75,000 bags of wheat,3000 bags of sugar in F.C.I. godowns damaged v)In Bathinda district, crops in one lakh hectares area damaged vi)In Faridkot district, 60% of the villages affected 2200 houses damaged, Loss estimated around Rs. 5 crores vii)In Ropar district, a railway bridge, near Lohand canal, damaged due to slit vii)Property worth crores of rupees damaged in Gurdaspur,Sangrur districts ix)Amritsar-Gurdaspur road damaged",IMD,,3.0,1985.0,8.0,5.0,1
1306,UEI-IMD-FL-1985-0056,1985-12-16,1985-12-16,1.0,heavy rains,Jaipur,Rajasthan,6.0,,,,6 people died in a house collapse at Bhilwara,,IMD,102.0,8.0,1985.0,12.0,16.0,0
1307,UEI-IMD-FL-1985-0057,1985-11-01,1985-11-14,14.0,severe,"Thiruvallur, Chennai, Krishnagiri, Tiruvannamalai, Dharmapuri, Salem, Erode, The Nilgiris, Namakkal, Perambalur, Coimbatore, Tiruchirappalli, Ariyalur, Tiruppur, Thanjavur, Karur, Thiruvarur, Dindigul, Madurai, Theni, Virudhunagar, Thoothukkudi, Kanniyakumariumari, Viluppuram, Cuddalore, Pudukkottai, Sivaganga, Ramanathapuram, Nagapattinam, Kallakurichi, Tenkasi, Tirunelveli, Vellore, Ranipet, Tirupathur, Kancheepuram, Chengalpattu",Tamil Nadu,80.0,,,,80 persons died,"i)Chengleput, Madras, Cuddalore, Kallakurichi, Viluppuram,Tanjavour districts worst affected ii)1 lakh people affected iii)80,000 hectares of standing crop submerged iv)Many culverts,one major railway bridge in Chengleput district totally washed away v)Road,rail traffic between Madras city,Southern districts of the state completely cut off vi)Many houses damaged vii)Estimated loss to railways due to washing away of railway bridge,culverts worth Rs. 8 crores viii)Electricity/telephone/telecommunication installations extensively damaged ix)Roads breached at many place",IMD,,33.0,1985.0,11.0,1.0,1
1308,UEI-IMD-FL-1985-0058,1985-05-22,1985-05-28,7.0,severe,"North Tripura, Dhalai, Sepahijala, Gomati, Khowai, West Tripura, South Tripura, Unakoti",Tripura,10.0,4.0,,,"10 people died,4 others injured","i)Heavy landslides reported in Champali village of West Tripura district ii)In all 2 lakh population affected iii)Flood water inundated 68 villages iv)Assam-West Tripura road completely damaged V)Kulaicherra bridge connecting Kamlpur with West Tripura damaged, disrupting vehicular traffic vi)7 bridges damaged",IMD,,16.0,1985.0,5.0,22.0,1
1310,UEI-IMD-FL-1985-0060,1985-07-22,1985-07-28,7.0,flash floods,Garhwal,Uttarakhand,12.0,,,,12 persons swept away in Gola river at Kotedwara,,IMD,52.0,5.0,1985.0,7.0,22.0,1
1311,UEI-IMD-FL-1985-0061,1985-08-08,1985-08-21,14.0,severe,"Ballia, Deoria, Ghazipurr, Moradabad, Nainital","Uttar Pradesh, Uttarakhand",24.0,7.0,,,"24 persons died,7 injured in differnet incidents of house collapase","i)About 2200 mud houses,8000 pucca houses collapsed ii)350 villages in Moradabad district,,12 villages in Deoria district affected iii)Several villages inundated by flood water iv)Hassanpuram bund breached",IMD,,,1985.0,8.0,8.0,1
1312,UEI-IMD-FL-1985-0062,1985-09-08,1985-09-28,21.0,severe,"Agra, Prayagraj, Azamgarh, Bahraich, Ballia, Bara Banki, Bareilly, Basti, Budaun, Bulandshahr, Deoria, Etah, Etawah, Ayodhya, Farrukhabad, Fatehpur, Garhwal, Gonda, Gorakhpur, Hamirpur, Jaunpur, Kanpur nagar Nagar,Kanpur nagar Dehat, Kheri, Lucknow, Mainpuri, Mathura, Meerut, Mirzapur, Moradabad, Muzaffarnagar, Pilibhit, Pratapgarh, Rae Bareli, Saharanpur, Sitapur, Sultanpur, Unnao,Varanasi",Uttar Pradesh,220.0,,,467,i)220 persons died (of which 50 in Lucknow city itself) ii)467 cattleheads perished,"i)8,63 million population in 11256 villages of 42 districts of the stae, affected ii)1.9 million hectares of land (including 1.2 million hectares of cropped area) submerged under flood water iii)58,676 houses either collapsed or damaged iv)In Janupur district, 326 villages with a population 1.55 lakh marooned v)Food packets air-dropped in affected villages of Bara Banki district vi)Varanasi-Jaunpur road submerged under 1.5 m (5 ft) deep flood water",IMD,,9.0,1985.0,9.0,8.0,1
1313,UEI-IMD-FL-1985-0063,1985-10-09,1985-10-10,2.0,heavy rains,Lucknow,Uttar Pradesh,7.0,,,,7 people (including 4 children) died in house collapse,,IMD,162.0,9.0,1985.0,10.0,9.0,0
1314,UEI-IMD-FL-1985-0064,1985-10-10,1985-10-11,2.0,heavy rains,Kanpur nagar,Uttar Pradesh,16.0,,,,16 persons died in several incidents of house collapse,,IMD,157.0,9.0,1985.0,10.0,10.0,1
1315,UEI-IMD-FL-1985-0065,1985-10-15,1985-10-21,7.0,heavy rains,Bareilly,Uttar Pradesh,6.0,,,,6 persons died,,IMD,130.0,9.0,1985.0,10.0,15.0,0
1320,UEI-IMD-FL-1985-0070,1985-07-08,1985-07-14,7.0,moderate,"Lohit, Lower Lower Subansiri, West Siang, East Siang",Arunachal Pradesh,1.0,,,,1 person killed,"i)Ziro, the district HQ of Lower Subansiri completely cut off due to landslide iiezu ii)Tezu, the district HQ of Lohit, completely cut off",IMD,,12.0,1985.0,7.0,8.0,0
1322,UEI-IMD-FL-1985-0072,1985-07-11,1985-07-11,1.0,heavy rains,"North, North East, West, East, South West, Central, New New Delhi, South, Shahdara, South East, North West",Delhi,2.0,,,,2 children killed in a wall collapse,,IMD,,7.0,1985.0,7.0,11.0,0
1325,UEI-IMD-FL-1986-0001,1986-01-13,1986-01-15,3.0,heavy rains,"Sri Potti Sriramulu Nellore, Prakasam",Andhra Pradesh,9.0,,,,9 people died,"i)Thousands of hectares of paddy crop worth Rs. 1.05 lakh submerged ii)81,000 hectares agricultural land affected by pest,disease, caused loss of property worth Rs.11.35 lakhs iii)25 buildings worth Rs. 11.75 lakhs damaged iv)2 medium,60 minar irrigation tanks worth Rs. 22.45 lakhs damged v)Madras-Kolkata national highway damaged at several places. The loss estimated around Rs.112.4 lakhs , Thousands of hectares of agriculture crop damaged. Loss estimated around Rs. 436 lakhs",IMD,,28.0,1986.0,1.0,13.0,0
1326,UEI-IMD-FL-1986-0002,1986-01-17,1986-01-17,1.0,heavy rains,Hyderabad,Andhra Pradesh,3.0,,,,3 people died,,IMD,507.0,28.0,1986.0,1.0,17.0,0
1328,UEI-IMD-FL-1986-0004,1986-06-16,1986-06-16,1.0,heavy rains,Hyderabad,Andhra Pradesh,1.0,,,37,"1 person died in Hyderabad city ii)30 sheep, 6 goats,1 bullock washed away",,IMD,507.0,28.0,1986.0,6.0,16.0,0
1329,UEI-IMD-FL-1986-0005,1986-07-25,1986-07-25,1.0,heavy rains,Khammam,Andhra Pradesh,1.0,,,,1 person drowned in Godavari river near Bhadrachalam temple town,,IMD,509.0,28.0,1986.0,7.0,25.0,0
1330,UEI-IMD-FL-1986-0006,1986-08-11,1986-08-12,2.0,flash floods,"East Godavari, Guntur, Krishna,Kurnool",Andhra Pradesh,18.0,,,,i) 15 persons died in several house collapse incidents ii)3 persons washed away in Guntur district,i)Large number of houses collapsed ii)Low lying areas flooded iii)Vehicular/railway traffic completely disrupted,IMD,,28.0,1986.0,8.0,11.0,1
1331,UEI-IMD-FL-1986-0007,1986-08-14,1986-08-20,7.0,severe,"Adilabad, East Godavari, Karimnagar, Khammam, Krishna, Nizamabad, Warangal, Warangal, Warangal, Warangal,West Godavari",Andhra Pradesh,262.0,,,19368,"i)262 persons died ii)19,368 cattleheads perished","i)East Godavari district worst affected ii)2685 villages affected of which 91 marooned snd 614 inaccesible by surface transport iii)1 lakh houses completely,1,24,484 partially damaged iv)25 lakhs acres of standing crops damaged v)215 major,96 minor irrigation projects damaged. 1183 tanks,509 canals breached vi)Drilling site of ONGC at 5 places in Godavari basin flooded,inaccesible. Dilling personnel evacuated to safer places vii)4 railway bridges,12 km stretch of a railway tract damaged. The loss to railway estimated around Rs. 15 crore. Railway servives between Waltair-Vijaywada, Nidadavolu-Narasapur-Gudivada section disrupted viii)Total loss of property estimated worth Rs. 700 crore",IMD,,28.0,1986.0,8.0,14.0,1
